Cluster,quantity,sales value,Price,COUPON_DISCOUNT,num_national,dh_coupon_redeemed,value of dh coupon
1,515,778.48,1.51161165,-3.5,218,0,0
1,399,600.14,1.504110276,-6.19,215,0,0
1,346,526.05,1.520375723,-0.55,69,0,0
1,252,383.9,1.523412698,,199,0,0
1,371,553.16,1.490997305,,296,5,-2.99
1,351,537.99,1.532735043,,165,2,0
1,339,518.76,1.530265487,-1.5,81,0,0
1,262,403.09,1.53851145,,142,0,0
1,280,428.94,1.531928571,-2,97,0,0
1,251,378.74,1.508924303,-7.7,174,0,0
1,300,460.78,1.535933333,,126,1,-1.89
1,350,509.9,1.456857143,-5.5,83,3,-8.26
1,260,398.25,1.531730769,-3.5,108,0,0
1,356,545.19,1.531432584,,293,6,-1.04
1,293,407.43,1.390546075,-47.48,170,0,0
1,274,424.6,1.549635036,-1,120,0,0
1,298,463.7,1.556040268,,200,0,0
1,279,428.74,1.536702509,-5.4,117,0,0
1,291,453.14,1.557182131,,105,0,0
1,302,463.39,1.534403974,-7.94,161,0,0
1,244,381.27,1.562581967,,197,0,0
1,351,549.68,1.566039886,,111,0,0
1,264,399.49,1.513219697,-13.25,155,2,-0.55
1,247,387.29,1.567975709,,87,0,0
1,769,1205.83,1.568049415,,571,0,0
1,512,803.29,1.568925781,,344,0,0
1,284,446.06,1.570633803,-1,152,0,0
1,333,524.48,1.575015015,,187,0,0
1,364,573.89,1.576620879,,237,0,0
1,319,502.99,1.57677116,,36,0,0
1,370,563.19,1.522135135,-20.23,200,0,0
1,277,416.38,1.503176895,-7.2,151,5,-2.95
1,266,421.64,1.585112782,,136,0,0
1,279,442.56,1.586236559,,90,0,0
1,277,429.98,1.552274368,-9.9,189,0,0
1,302,480.48,1.590993377,,230,0,0
1,253,392.42,1.551067194,-10.25,140,0,0
1,238,379.12,1.592941176,,196,0,0
1,472,747.31,1.583283898,-5,174,0,0
1,270,427.75,1.584259259,-2.7,141,0,0
1,411,651.1,1.584184915,-2,100,2,-1.55
1,306,488.79,1.597352941,,70,0,0
1,384,592.33,1.542526042,-13.5,264,6,-1.29
1,331,528.93,1.597975831,,186,0,0
1,255,407.49,1.598,-0.35,196,0,0
1,260,415.61,1.5985,-0.5,112,0,0
1,341,546.82,1.603577713,,251,0,0
1,273,438.21,1.605164835,,203,0,0
1,277,445.09,1.606823105,-1,124,0,0
1,438,704.53,1.608515982,-2.5,274,0,0
1,293,474.18,1.618361775,,70,0,0
1,350,568.33,1.6238,,274,0,0
1,837,1343.96,1.605686977,,416,5,-3.19
1,404,656.59,1.625222772,,147,0,0
1,273,443.53,1.624652015,-0.5,124,0,0
1,288,468.19,1.625659722,-0.35,159,0,0
1,244,391.4,1.604098361,-3,175,1,-2.98
1,258,417.71,1.619031008,-3,87,0,0
1,355,578.62,1.629915493,-0.5,180,0,0
1,289,471.55,1.6316609,,205,0,0
1,417,680.44,1.6317506,,296,0,0
1,352,548.65,1.558664773,-11.6,225,3,-4.72
1,598,972.5,1.626254181,-3.65,302,0,0
1,373,601.77,1.613324397,-7.65,106,0,0
1,287,470.15,1.63815331,,103,0,0
1,556,912.42,1.641043165,-1,349,0,0
1,282,463.45,1.643439716,,78,0,0
1,292,476.63,1.632294521,-4,177,0,0
1,447,734.8,1.643847875,-1,212,0,0
1,541,839.96,1.552606285,-3.5,271,9,-5.36
1,356,583.93,1.640252809,-2.5,107,2,-0.25
1,248,401.64,1.619516129,-7.35,119,0,0
1,322,527.84,1.639254658,-3.25,79,0,0
1,244,402.51,1.649631148,,190,0,0
1,296,488.69,1.65097973,,200,0,0
1,327,540.19,1.651957187,,189,0,0
1,295,466.3,1.580677966,-20.25,192,3,-0.5
1,277,457.17,1.650433213,-1.75,106,0,0
1,245,401.99,1.64077551,-4,119,0,0
1,253,419.71,1.658932806,,104,0,0
1,307,505.73,1.64732899,-3.79,102,0,0
1,282,468.03,1.659680851,,132,0,0
1,305,499.07,1.636295082,-7.5,64,0,0
1,232,385.5,1.661637931,,124,0,0
1,231,383.64,1.660779221,-0.85,166,0,0
1,281,465.52,1.656654804,-2.5,113,0,0
1,290,483.32,1.66662069,,183,0,0
1,297,495.33,1.667777778,,102,0,0
1,257,426.64,1.660077821,-0.7,208,1,-1.49
1,324,534.3,1.649074074,,221,3,-2.12
1,292,482.96,1.653972603,-1,170,2,-1.75
1,418,697.6,1.668899522,-0.3,301,1,-1.5
1,370,619.63,1.674675676,,284,0,0
1,225,376.61,1.673822222,-0.35,174,0,0
1,261,437.44,1.676015326,,106,0,0
1,275,460.36,1.674036364,-1.05,106,0,0
1,233,379.26,1.627725322,-2.05,168,2,-4.91
1,267,447.27,1.675168539,-1,182,0,0
1,282,386.15,1.369326241,-24.25,122,8,-7.89
1,233,388.02,1.665321888,-3.5,117,0,0
1,229,384.98,1.681135371,,170,0,0
1,261,437.86,1.677624521,-1,202,0,0
1,433,718.38,1.659076212,-9.8,78,1,-0.55
1,321,537.37,1.674049844,-2.5,107,1,-0.5
1,327,550.52,1.683547401,,254,0,0
1,237,399.58,1.685991561,,48,0,0
1,243,410.01,1.687283951,,200,0,0
1,296,499.55,1.687668919,,250,0,0
1,267,403.53,1.511348315,-41.35,178,2,-2.88
1,496,836.15,1.68578629,-1,180,0,0
1,263,441.49,1.678669202,-2.5,58,0,0
1,431,728.78,1.690904872,,304,0,0
1,549,917.44,1.671111111,-2,351,6,-1.49
1,358,577.89,1.614217877,,247,7,-3.95
1,250,423,1.692,,169,0,0
1,370,626.45,1.693108108,,289,0,0
1,262,443.95,1.694465649,,61,0,0
1,363,615.27,1.694958678,,278,0,0
1,345,584.89,1.695333333,,252,0,0
1,304,515.74,1.696513158,,131,0,0
1,509,863.76,1.69697446,,376,0,0
1,292,495.62,1.697328767,,198,0,0
1,546,895.07,1.639322344,-32.5,153,0,0
1,339,575.93,1.698908555,,58,0,0
1,472,695.24,1.472966102,,340,23,-4.68
1,376,639.6,1.70106383,,117,0,0
1,232,394.98,1.7025,,149,0,0
1,287,489.1,1.704181185,,223,0,0
1,439,733.85,1.671640091,-14.35,162,0,0
1,238,405.71,1.704663866,,108,0,0
1,388,658.99,1.698427835,-2.75,249,0,0
1,708,1208.43,1.706822034,,252,0,0
1,265,449.99,1.698075472,-2.35,202,0,0
1,351,593.32,1.69037037,-6.4,152,0,0
1,265,448.88,1.693886792,,207,1,-3.99
1,450,769.35,1.709666667,,281,0,0
1,308,525.96,1.707662338,-1,146,0,0
1,369,631.5,1.711382114,,246,0,0
1,342,584.28,1.708421053,-1.4,62,0,0
1,265,453.87,1.712716981,,49,0,0
1,255,436.9,1.713333333,,177,0,0
1,359,614.98,1.713036212,-1,177,0,0
1,368,631.7,1.716576087,,118,0,0
1,297,509.89,1.716801347,-0.5,57,0,0
1,244,419.52,1.719344262,,156,0,0
1,239,411.01,1.719707113,,84,0,0
1,322,552.43,1.715621118,-1.35,252,0,0
1,256,440.3,1.719921875,,99,1,-0.5
1,283,487.33,1.722014134,,211,0,0
1,334,575.18,1.722095808,,238,0,0
1,391,673.42,1.72230179,,179,0,0
1,385,663.14,1.722441558,,265,0,0
1,494,851.43,1.72354251,,385,0,0
1,235,402.34,1.712085106,-2.99,139,0,0
1,274,470.46,1.717007299,-2.5,54,0,0
1,306,528.59,1.727418301,,199,0,0
1,539,902.4,1.674211503,-29.34,294,0,0
1,259,449.01,1.733629344,,215,0,0
1,250,427.98,1.71192,,147,3,-1.95
1,428,741.13,1.73161215,-2,335,0,0
1,268,461.53,1.722126866,-2.1,162,1,-1.84
1,291,506,1.738831615,,221,0,0
1,299,516.16,1.726287625,-2,151,1,-2
1,351,610.69,1.73985755,,35,0,0
1,451,786.48,1.743858093,,193,0,0
1,247,423.6,1.714979757,-7.55,93,0,0
1,545,951.44,1.745761468,,470,0,0
1,361,606.35,1.679639889,-24,111,0,0
1,270,471.46,1.746148148,,119,0,0
1,261,456.02,1.747203065,,155,0,0
1,401,700.87,1.747805486,,307,0,0
1,234,409.41,1.749615385,,182,0,0
1,253,443.05,1.751185771,,93,0,0
1,324,560.68,1.730493827,-7.05,141,0,0
1,237,401.82,1.695443038,-14.1,161,0,0
1,314,550.97,1.754681529,-0.55,103,0,0
1,351,609.81,1.737350427,-1,258,6,-1.07
1,241,422.2,1.75186722,,118,1,-1.64
1,286,499.07,1.745,,133,2,-1.98
1,353,618.68,1.752634561,-0.75,219,1,-1.6
1,360,634.5,1.7625,,266,0,0
1,387,677.9,1.751679587,-3.23,143,1,-1.52
1,235,414.78,1.765021277,,74,0,0
1,305,513.41,1.683311475,,240,11,-2.3
1,235,414.37,1.763276596,-1,166,0,0
1,233,409.37,1.75695279,-3,164,0,0
1,237,419.57,1.770337553,,34,0,0
1,235,411.94,1.75293617,-5,102,0,0
1,243,431.15,1.774279835,,164,0,0
1,318,564.58,1.775408805,,258,0,0
1,254,451.39,1.777125984,,213,0,0
1,350,524.03,1.497228571,,219,11,-8.91
1,288,512.07,1.778020833,,219,0,0
1,251,444.82,1.772191235,-1.75,118,0,0
1,310,537.42,1.733612903,,269,11,-1.35
1,242,428.74,1.771652893,-2.5,179,0,0
1,293,513.84,1.753720137,-6.7,172,2,-1
1,390,693.94,1.779333333,-1.65,309,0,0
1,292,522.16,1.788219178,,227,0,0
1,228,407.78,1.788508772,,168,0,0
1,341,490.02,1.437008798,-27.85,190,9,-10.39
1,251,450.75,1.795816733,,76,0,0
1,747,1336.28,1.788862115,-0.35,540,10,-0.49
1,325,567.99,1.747661538,-11.3,200,3,-1.47
1,223,399.96,1.793542601,-1.5,201,4,0
1,251,450.91,1.796454183,-1.05,202,0,0
1,344,615.53,1.789331395,-0.75,229,2,-2
1,387,692.09,1.788346253,-5,274,1,-1.1
1,245,440.86,1.799428571,-1.75,108,0,0
1,337,607.47,1.802581602,-1.35,85,0,0
1,455,816.27,1.794,-5,160,1,-1.4
1,342,555.91,1.625467836,-1.05,66,6,-10.26
1,292,522.72,1.790136986,-5.15,100,1,-0.5
1,241,427.51,1.773900415,-9.22,172,0,0
1,256,464.04,1.81265625,,187,0,0
1,301,546.07,1.814186047,,193,0,0
1,289,524.32,1.814256055,,172,0,0
1,271,491.54,1.813800738,,202,1,-0.49
1,249,450.88,1.810763052,-1.75,132,16,0
1,240,436.57,1.819041667,,120,0,0
1,319,569.02,1.783761755,-8,90,2,-1.77
1,275,501.5,1.823636364,,76,0,0
1,463,840.72,1.815809935,-1.75,223,2,-1
1,272,496.51,1.825404412,,233,0,0
1,222,405.3,1.825675676,-0.6,137,0,0
1,227,407.89,1.796872247,-7.29,28,0,0
1,326,596.96,1.831165644,,59,0,0
1,377,690.39,1.83127321,,221,0,0
1,214,392.25,1.832943925,,184,0,0
1,223,409.21,1.835022422,,42,0,0
1,318,584.21,1.837138365,,214,0,0
1,231,424.59,1.838051948,,124,0,0
1,214,392.1,1.832242991,-1.4,176,0,0
1,381,685.53,1.799291339,-4.29,88,4,-3.28
1,364,663.48,1.822747253,-1.5,196,5,-1.47
1,489,903.5,1.847648262,,222,0,0
1,806,1491.19,1.850111663,,549,0,0
1,463,832.29,1.797602592,-1,370,7,-3.42
1,253,468.59,1.852134387,-0.5,200,0,0
1,217,402.38,1.854285714,,159,0,0
1,271,497.79,1.836863469,-5,98,0,0
1,289,538.49,1.863287197,,175,0,0
1,547,1019.45,1.863711152,,349,0,0
1,222,412.67,1.858873874,-0.35,153,1,-1
1,256,472.27,1.844804688,-4,155,2,-0.66
1,299,557.86,1.865752508,,133,0,0
1,288,526.42,1.827847222,-9.5,125,1,-1.5
1,301,562.12,1.867508306,,75,0,0
1,399,736.63,1.846190476,-9.49,235,0,0
1,602,1126.57,1.871378738,,484,0,0
1,225,398.64,1.771733333,,185,8,-2.83
1,291,544.86,1.872371134,,212,0,0
1,264,469.09,1.776856061,,95,4,-6.48
1,301,553.25,1.838039867,-9.5,102,1,-1.75
1,259,485.81,1.875714286,,85,0,0
1,332,623.06,1.876686747,,264,0,0
1,298,560.53,1.880973154,,98,0,0
1,265,498.86,1.882490566,,106,0,0
1,247,465.68,1.88534413,,43,0,0
1,469,869.94,1.854882729,,365,6,-2.49
1,272,489.02,1.797867647,-11.4,149,4,-3.2
1,362,678.01,1.872955801,-5.84,201,0,0
1,210,389.27,1.853666667,-7.5,154,0,0
1,320,601.8,1.880625,-2.8,161,1,-0.3
1,231,435.61,1.885757576,-1.25,118,0,0
1,227,395.62,1.742819383,-33.37,119,2,-0.5
1,251,474.71,1.8912749,-0.9,77,0,0
1,220,416.96,1.895272727,,134,0,0
1,235,443.44,1.886978723,-2.5,166,1,0
1,205,389.16,1.898341463,,168,4,0
1,261,483.65,1.853065134,-3.25,60,3,-2.88
1,236,448.24,1.899322034,,104,0,0
1,283,490.03,1.73155477,,233,12,-3.98
1,275,521.35,1.895818182,-1.55,191,0,0
1,437,830.62,1.900732265,,312,1,-0.98
1,213,404.61,1.899577465,-1,149,0,0
1,401,764.29,1.9059601,,346,0,0
1,419,794.87,1.897064439,-4.5,213,0,0
1,602,1149.91,1.910149502,,224,2,-0.1
1,220,420.64,1.912,,71,0,0
1,347,588.02,1.694582133,-23.53,234,7,-7.52
1,343,656.67,1.914489796,,275,0,0
1,238,455.79,1.915084034,,194,0,0
1,218,417.75,1.916284404,,81,0,0
1,341,649.64,1.905102639,-4.15,132,0,0
1,425,816.09,1.920211765,,344,0,0
1,276,507.3,1.838043478,-19.66,73,1,-3.2
1,220,422.63,1.921045455,-1,121,0,0
1,351,677.18,1.929287749,,24,0,0
1,520,992.62,1.908884615,,327,7,-1.54
1,324,626.47,1.933549383,,244,0,0
1,222,427.57,1.925990991,-1.1,150,1,-0.92
1,215,415.34,1.931813953,-0.9,169,1,0
1,222,427.1,1.923873874,-2.75,126,0,0
1,236,452.07,1.915550847,-5.4,88,0,0
1,372,720.52,1.93688172,-1,148,0,0
1,282,537.95,1.907624113,-5.85,128,1,-3.2
1,230,444.84,1.934086957,-1.45,123,0,0
1,291,552.16,1.897457045,-5.15,195,3,-2.87
1,243,443.92,1.826831276,-1.5,161,7,-3.91
1,453,881.72,1.946401766,,310,0,0
1,244,475.56,1.949016393,,165,0,0
1,208,405.75,1.950721154,,197,0,0
1,677,1321.07,1.951358936,,431,0,0
1,333,650.37,1.953063063,,236,0,0
1,279,526.87,1.888422939,-1,30,2,-8.6
1,536,1032.7,1.926679104,-13,366,1,-1.5
1,892,1743.3,1.954372197,,505,0,0
1,223,436.12,1.955695067,,137,0,0
1,390,763.65,1.958076923,,117,0,0
1,612,1200.22,1.961143791,,500,0,0
1,292,572.84,1.961780822,,205,0,0
1,372,730.84,1.964623656,,138,0,0
1,410,806.63,1.967390244,,304,0,0
1,419,818.27,1.952911695,-2.15,126,2,-2.08
1,298,585.64,1.965234899,-1,259,0,0
1,289,569.95,1.972145329,,247,0,0
1,233,459.83,1.973519313,,232,0,0
1,214,420.16,1.963364486,-2.65,103,0,0
1,257,446.18,1.736108949,-7.54,62,4,-13.57
1,333,653.64,1.962882883,-2.5,156,2,-1.29
1,281,550.94,1.960640569,-4.65,80,1,-0.5
1,263,515.33,1.959429658,,85,8,-0.7
1,259,459.78,1.775212355,,166,13,-4.16
1,345,685.02,1.985565217,-1,262,0,0
1,266,528.11,1.98537594,-1,181,0,0
1,214,425.97,1.990514019,,158,0,0
1,244,482.16,1.976065574,-3.75,172,0,0
1,703,1400.72,1.992489331,,504,0,0
1,356,698.17,1.961151685,-12.68,111,0,0
1,268,535.16,1.996865672,,190,0,0
1,207,413.51,1.99763285,,44,0,0
1,346,687.73,1.98765896,-3.55,125,0,0
1,402,783.98,1.950199005,-18.44,188,1,-1
1,257,513.48,1.997976654,-1.2,99,0,0
1,429,836.22,1.949230769,-21.5,137,1,-1.5
1,285,453.51,1.591263158,-1.3,160,16,-7.26
1,358,709.98,1.983184358,-7.5,214,0,0
1,255,513.16,2.012392157,,194,0,0
1,311,626.91,2.015787781,,239,0,0
1,348,690.43,1.983994253,-5.45,196,2,-2.89
1,249,502.35,2.01746988,,118,0,0
1,290,586.99,2.024103448,,138,0,0
1,236,477.29,2.022415254,-0.4,194,0,0
1,257,505.6,1.967315175,-15.25,227,0,0
1,235,459.67,1.956042553,-1.48,94,3,-5.16
1,286,576.1,2.014335664,-4,233,0,0
1,240,473.88,1.9745,-1,76,3,-4.48
1,471,959.33,2.036794055,,101,1,0
1,264,538.01,2.037916667,,119,0,0
1,248,500.14,2.016693548,-5.55,165,0,0
1,235,479.24,2.039319149,-0.6,113,0,0
1,237,484.2,2.043037975,,128,0,0
1,226,461.77,2.043230088,,112,0,0
1,489,1000.77,2.046564417,,350,0,0
1,302,617.54,2.044834437,-0.55,129,0,0
1,317,648.88,2.046940063,,254,0,0
1,334,683.76,2.047185629,,274,0,0
1,211,432.71,2.050758294,,179,0,0
1,230,471.43,2.049695652,-0.3,83,0,0
1,281,573.48,2.040854093,-3,156,0,0
1,331,673.65,2.035196375,-6.05,216,0,0
1,194,395.57,2.039020619,-3.25,143,1,-0.5
1,194,399.37,2.058608247,,139,0,0
1,244,497.04,2.03704918,-5.45,148,0,0
1,207,426.36,2.059710145,,45,0,0
1,197,406.45,2.06319797,,152,0,0
1,288,595.32,2.067083333,,197,0,0
1,279,564,2.021505376,-12.5,59,1,-0.33
1,234,478.66,2.045555556,-5.2,100,0,0
1,220,432.3,1.965,-1.4,84,5,-4.41
1,202,419,2.074257426,,161,0,0
1,241,499.76,2.073692946,-0.35,108,0,0
1,238,494.08,2.075966387,,186,0,0
1,338,702.68,2.078934911,,258,0,0
1,481,1000.11,2.079230769,,368,0,0
1,207,421.49,2.036183575,-2,124,2,-3.47
1,224,445.69,1.9896875,-18.45,116,3,-0.55
1,337,696.4,2.066468843,-5.7,130,0,0
1,298,621.58,2.085838926,,259,0,0
1,247,512.31,2.074129555,-3,169,0,0
1,264,543.52,2.058787879,-7.5,154,0,0
1,609,1271.65,2.088095238,,420,3,0
1,205,425.66,2.076390244,-3.3,95,0,0
1,221,461.83,2.089728507,-0.2,117,1,-0.49
1,206,431.18,2.093106796,,172,0,0
1,201,421.24,2.095721393,,73,0,0
1,319,664.64,2.083510972,-4,134,0,0
1,276,573.03,2.076195652,-5.6,189,0,0
1,467,962.19,2.060364026,-11.35,385,2,-2.83
1,232,483.63,2.084612069,-3.8,59,0,0
1,207,435.23,2.102560386,,81,0,0
1,192,403.51,2.101614583,-1,166,0,0
1,387,815.39,2.106950904,,326,0,0
1,222,465.35,2.096171171,-2.5,68,0,0
1,267,531.85,1.991947566,-14.95,114,5,-3.2
1,220,430.98,1.959,-9.05,67,4,-5.95
1,272,573.57,2.108713235,,37,0,0
1,200,422.08,2.1104,,161,0,0
1,440,929.57,2.112659091,,253,0,0
1,271,557.84,2.058450185,-15,135,0,0
