Cluster,quantity,sales value,Price,COUPON_DISCOUNT,num_national,dh_coupon_redeemed,value of dh coupon
0,0,-4,0,-4,3,0,0
0,0,-50,0,-50,5,0,0
0,0,-11.5,0,-11.5,8,0,0
0,0,-1,0,-1,1,0,0
0,0,-3.29,0,-3.29,6,0,0
0,0,0,0,,2,0,0
0,0,0,0,,2,0,0
0,0,0,0,,1,0,0
0,0,0,0,,1,0,0
0,0,0,0,,1,0,0
0,0,0,0,,1,0,0
0,23,0.06,0.002608696,,0,0,0
0,2,-0.8,-0.4,-1,3,0,0
0,1,0.1,0.1,,1,0,0
0,7,0.7,0.1,,1,0,0
0,2,0.2,0.1,,2,0,0
0,50,4.87,0.0974,-1,18,0,0
0,8,0.95,0.11875,,3,0,0
0,7,1.09,0.155714286,,2,0,0
0,31,5.08,0.163870968,,29,0,0
0,29,4.8,0.165517241,-1,22,0,0
0,4,0.8,0.2,,1,0,0
0,20,4,0.2,,1,0,0
0,10,2,0.2,,3,0,0
0,4,0.8,0.2,,2,0,0
0,11,2.2,0.2,,5,0,0
0,27,6.2,0.22962963,,2,0,0
0,45,10.58,0.235111111,,24,0,0
0,1,0.24,0.24,,1,0,0
0,1,0.25,0.25,,1,0,0
0,4,1,0.25,,1,0,0
0,6,1.5,0.25,,2,0,0
0,1,0.25,0.25,,1,0,0
0,1,0.25,0.25,,1,0,0
0,16,4,0.25,,7,0,0
0,4,1,0.25,,0,0,0
0,58,14.59,0.251551724,,7,0,0
0,61,14.5,0.237704918,-0.99,17,0,0
0,32,8.28,0.25875,,3,0,0
0,5,1.35,0.27,,3,0,0
0,31,8.49,0.273870968,,1,0,0
0,9,2.52,0.28,,3,0,0
0,102,28.6,0.280392157,,64,0,0
0,8,1.46,0.1825,-0.8,2,0,0
0,54,15.47,0.286481481,,28,0,0
0,2,0.6,0.3,,1,0,0
0,21,6.3,0.3,,9,0,0
0,2,0.6,0.3,,2,0,0
0,5,1.5,0.3,,1,0,0
0,3,0.9,0.3,,3,0,0
0,6,1.8,0.3,,2,0,0
0,7,2.1,0.3,,4,0,0
0,117,35.18,0.300683761,,56,0,0
0,13,4,0.307692308,,8,0,0
0,29,8.98,0.309655172,,4,0,0
0,2,0.62,0.31,,0,0,0
0,24,7.49,0.312083333,,15,0,0
0,76,24.29,0.319605263,,22,0,0
0,2,0.64,0.32,,1,0,0
0,3,0.99,0.33,,1,0,0
0,1,0.33,0.33,,1,0,0
0,1,0.33,0.33,,1,0,0
0,6,1.99,0.331666667,,2,0,0
0,3,1,0.333333333,,1,0,0
0,3,1,0.333333333,,2,0,0
0,9,3,0.333333333,,1,0,0
0,3,1,0.333333333,,3,0,0
0,3,1,0.333333333,,1,0,0
0,3,1,0.333333333,,1,0,0
0,3,1,0.333333333,,0,0,0
0,9,3,0.333333333,,0,0,0
0,3,1,0.333333333,,1,0,0
0,2,0.67,0.335,,0,0,0
0,35,11.76,0.336,,17,0,0
0,19,6.39,0.336315789,,10,0,0
0,58,19.6,0.337931034,,28,0,0
0,151,51.09,0.338344371,,78,0,0
0,5,1.7,0.34,,0,0,0
0,1,0.34,0.34,,0,0,0
0,2,0.68,0.34,,0,0,0
0,2,0.68,0.34,,0,0,0
0,2,0.68,0.34,,0,0,0
0,1,0.34,0.34,,0,0,0
0,1,0.34,0.34,,1,0,0
0,1,0.34,0.34,,0,0,0
0,1,0.34,0.34,,1,0,0
0,1,0.34,0.34,,1,0,0
0,35,11.92,0.340571429,,5,0,0
0,19,6.49,0.341578947,,1,0,0
0,137,47.4,0.345985401,,39,0,0
0,2,0.7,0.35,,1,0,0
0,4,1.4,0.35,,0,0,0
0,1,0.35,0.35,,0,0,0
0,53,15.77,0.29754717,-2.79,18,0,0
0,34,11.96,0.351764706,,0,0,0
0,72,25.4,0.352777778,,28,0,0
0,11,3.89,0.353636364,,1,0,0
0,26,9.2,0.353846154,,0,0,0
0,11,3.92,0.356363636,,3,0,0
0,4,1.45,0.3625,,1,0,0
0,3,1.09,0.363333333,,2,0,0
0,11,4,0.363636364,,8,0,0
0,58,21.35,0.368103448,,1,0,0
0,15,5.56,0.370666667,,0,0,0
0,40,14.98,0.3745,,5,0,0
0,17,6.4,0.376470588,,10,0,0
0,1,0.38,0.38,,0,0,0
0,3,1.14,0.38,,1,0,0
0,28,10.65,0.380357143,,2,0,0
0,28,10.65,0.380357143,,0,0,0
0,23,8.77,0.381304348,,5,0,0
0,146,55.72,0.381643836,,39,0,0
0,16,6.16,0.385,,2,0,0
0,154,57.6,0.374025974,-2,35,0,0
0,77,29.81,0.387142857,,14,0,0
0,9,3.5,0.388888889,,9,0,0
0,3,1.17,0.39,,0,0,0
0,6,2.34,0.39,,3,0,0
0,4,1.56,0.39,,0,0,0
0,8,3.12,0.39,,3,0,0
0,2,0.78,0.39,,1,0,0
0,2,0.78,0.39,,0,0,0
0,17,6.66,0.391764706,,0,0,0
0,4,1.58,0.395,,1,0,0
0,73,27.37,0.374931507,-1.5,22,0,0
0,5,1.98,0.396,,3,0,0
0,36,14.37,0.399166667,,33,0,0
0,3,1.2,0.4,,1,0,0
0,5,2,0.4,,0,0,0
0,4,1.6,0.4,,1,0,0
0,1,0.4,0.4,,0,0,0
0,1,0.4,0.4,,0,0,0
0,5,2,0.4,,1,0,0
0,2,0.8,0.4,,0,0,0
0,2,0.8,0.4,,0,0,0
0,5,2,0.4,,0,0,0
0,1,0.4,0.4,,1,0,0
0,1,0.4,0.4,,0,0,0
0,1,0.4,0.4,,1,0,0
0,3,1.2,0.4,,0,0,0
0,25,10.02,0.4008,,6,0,0
0,168,67.64,0.402619048,,21,0,0
0,39,15.78,0.404615385,,2,0,0
0,23,9.32,0.405217391,,15,0,0
0,33,13.39,0.405757576,,11,0,0
0,30,12.2,0.406666667,,0,0,0
0,32,13.04,0.4075,,3,0,0
0,13,5.35,0.411538462,,8,0,0
0,25,10.31,0.4124,,12,0,0
0,16,6.6,0.4125,,0,0,0
0,112,46.43,0.414553571,,52,0,0
0,4,1.66,0.415,,0,0,0
0,6,2.5,0.416666667,,3,0,0
0,1,0.42,0.42,,0,0,0
0,3,1.26,0.42,,1,0,0
0,2,0.84,0.42,,2,0,0
0,4,1.68,0.42,,0,0,0
0,5,2.1,0.42,,1,0,0
0,15,6.3,0.42,,0,0,0
0,38,16,0.421052632,,2,0,0
0,10,4.22,0.422,,1,0,0
0,4,1.69,0.4225,,0,0,0
0,15,6.34,0.422666667,,0,0,0
0,46,19,0.413043478,-0.5,39,0,0
0,10,4.27,0.427,,7,0,0
0,4,1.71,0.4275,,2,0,0
0,13,4.52,0.347692308,-1.05,8,0,0
0,21,9,0.428571429,,7,0,0
0,111,47.74,0.43009009,,50,0,0
0,5,2.17,0.434,,0,0,0
0,29,12.63,0.435517241,,6,0,0
0,116,50.57,0.435948276,,106,0,0
0,143,62.49,0.436993007,,23,0,0
0,10,4.39,0.439,,3,0,0
0,4,1.76,0.44,,0,0,0
0,4,1.76,0.44,,1,0,0
0,8,3.52,0.44,,1,0,0
0,4,1.76,0.44,,2,0,0
0,2,0.88,0.44,,1,0,0
0,2,0.88,0.44,,0,0,0
0,4,1.76,0.44,,0,0,0
0,3,1.32,0.44,,0,0,0
0,2,0.88,0.44,,0,0,0
0,1,0.44,0.44,,1,0,0
0,2,0.88,0.44,,0,0,0
0,2,0.88,0.44,,1,0,0
0,10,4.4,0.44,,4,0,0
0,8,3.53,0.44125,,1,0,0
0,9,3.99,0.443333333,,2,0,0
0,75,33.31,0.444133333,,7,0,0
0,9,4,0.444444444,,0,0,0
0,26,11.57,0.445,,5,0,0
0,13,5.8,0.446153846,,6,0,0
0,53,23.65,0.446226415,,4,0,0
0,16,7.14,0.44625,,7,0,0
0,4,1.79,0.4475,,1,0,0
0,4,1.79,0.4475,,0,0,0
0,30,13.43,0.447666667,,6,0,0
0,95,42.54,0.447789474,,38,0,0
0,6,2.69,0.448333333,,3,0,0
0,25,11.21,0.4484,,8,0,0
0,12,5.39,0.449166667,,1,0,0
0,20,8.99,0.4495,,9,0,0
0,3,1.35,0.45,,0,0,0
0,2,0.9,0.45,,0,0,0
0,1,0.45,0.45,,0,0,0
0,2,0.9,0.45,,0,0,0
0,20,9,0.45,,1,0,0
0,4,1.8,0.45,,1,0,0
0,6,2.7,0.45,,0,0,0
0,2,0.9,0.45,,2,0,0
0,11,4.95,0.45,,0,0,0
0,2,0.9,0.45,,1,0,0
0,2,0.9,0.45,,1,0,0
0,7,3.15,0.45,,0,0,0
0,14,6.06,0.432857143,-0.25,5,0,0
0,8,3.61,0.45125,,1,0,0
0,28,12.71,0.453928571,,2,0,0
0,11,0.26,0.023636364,-4.75,18,0,0
0,12,5.48,0.456666667,,1,0,0
0,3,1.37,0.456666667,,1,0,0
0,17,7.77,0.457058824,,1,0,0
0,69,30.56,0.442898551,-1,37,0,0
0,4,1.83,0.4575,,1,0,0
0,5,2.29,0.458,,2,0,0
0,105,48.12,0.458285714,,50,0,0
0,31,14.22,0.458709677,,7,0,0
0,25,11.47,0.4588,,1,0,0
0,20,8.79,0.4395,-0.4,7,0,0
0,73,33.8,0.463013699,,11,0,0
0,15,6.95,0.463333333,,0,0,0
0,15,6.95,0.463333333,,2,0,0
0,9,4.17,0.463333333,,3,0,0
0,11,5.1,0.463636364,,0,0,0
0,25,11.6,0.464,,6,0,0
0,7,3.25,0.464285714,,2,0,0
0,70,32.62,0.466,,16,0,0
0,15,6.99,0.466,,5,0,0
0,28,13.05,0.466071429,,0,0,0
0,108,50.34,0.466111111,,2,0,0
0,25,11.66,0.4664,,2,0,0
0,63,29.4,0.466666667,,29,0,0
0,3,1.4,0.466666667,,0,0,0
0,12,5.6,0.466666667,,2,0,0
0,18,8.4,0.466666667,,0,0,0
0,113,52.75,0.466814159,,2,0,0
0,35,16.34,0.466857143,,0,0,0
0,53,24.78,0.46754717,,0,0,0
0,70,31.63,0.451857143,-1.1,4,0,0
0,5,2.34,0.468,,1,0,0
0,69,32.3,0.468115942,,0,0,0
0,13,6.09,0.468461538,,5,0,0
0,33,15.48,0.469090909,,0,0,0
0,147,69.06,0.469795918,,6,0,0
0,3,1.41,0.47,,0,0,0
0,22,10.34,0.47,,19,0,0
0,2,0.94,0.47,,0,0,0
0,10,4.7,0.47,,0,0,0
0,121,56.9,0.470247934,,67,0,0
0,23,10.43,0.453478261,-0.4,1,0,0
0,48,22.61,0.471041667,,1,0,0
0,11,5.19,0.471818182,,10,0,0
0,4,1.89,0.4725,,4,0,0
0,17,8.04,0.472941176,,0,0,0
0,19,9,0.473684211,,3,0,0
0,19,9.01,0.474210526,,0,0,0
0,7,3.32,0.474285714,,0,0,0
0,8,3.8,0.475,,0,0,0
0,56,25.35,0.452678571,-1.25,13,0,0
0,42,19.95,0.475,,4,0,0
0,119,56.58,0.475462185,,4,0,0
0,20,4.57,0.2285,-4.94,12,0,0
0,80,38.11,0.476375,,4,0,0
0,14,6.67,0.476428571,,6,0,0
0,7,3.34,0.477142857,,3,0,0
0,5,2.39,0.478,,3,0,0
0,9,4.31,0.478888889,,0,0,0
0,66,31.61,0.478939394,,2,0,0
0,68,32.59,0.479264706,,9,0,0
0,32,15.35,0.4796875,,5,0,0
0,16,7.68,0.48,,10,0,0
0,2,0.96,0.48,,0,0,0
0,3,1.44,0.48,,0,0,0
0,1,0.48,0.48,,0,0,0
0,28,13.44,0.48,,0,0,0
0,15,7.2,0.48,,2,0,0
0,36,15.29,0.424722222,-2,14,0,0
0,26,12.5,0.480769231,,6,0,0
0,12,5.78,0.481666667,,1,0,0
0,36,17.36,0.482222222,,35,0,0
0,8,3.86,0.4825,,2,0,0
0,16,7.76,0.485,,0,0,0
0,11,5.34,0.485454545,,4,0,0
0,16,7.77,0.485625,,2,0,0
0,28,13.6,0.485714286,,6,0,0
0,22,10.7,0.486363636,,5,0,0
0,9,4.38,0.486666667,,0,0,0
0,74,36.04,0.487027027,,16,0,0
0,41,19.98,0.487317073,,12,0,0
0,77,37.59,0.488181818,,6,0,0
0,18,8.79,0.488333333,,13,0,0
0,7,3.42,0.488571429,,6,0,0
0,23,11.24,0.488695652,,10,0,0
0,38,18.61,0.489736842,,2,0,0
0,2,0.98,0.49,,0,0,0
0,2,0.98,0.49,,0,0,0
0,3,1.47,0.49,,0,0,0
0,1,0.49,0.49,,1,0,0
0,1,0.49,0.49,,0,0,0
0,2,0.98,0.49,,0,0,0
0,1,0.49,0.49,,0,0,0
0,4,1.96,0.49,,4,0,0
0,6,2.94,0.49,,2,0,0
0,10,3.9,0.39,-1,4,0,0
0,24,11.77,0.490416667,,2,0,0
0,17,8.35,0.491176471,,0,0,0
0,13,6.39,0.491538462,,7,0,0
0,43,21.2,0.493023256,,5,0,0
0,6,2.96,0.493333333,,0,0,0
0,124,61.22,0.493709677,,5,0,0
0,10,4.94,0.494,,1,0,0
0,26,12.86,0.494615385,,1,0,0
0,2,0.99,0.495,,2,0,0
0,2,0.99,0.495,,2,0,0
0,2,0.99,0.495,,0,0,0
0,93,46.07,0.495376344,,3,0,0
0,73,36.17,0.495479452,,31,0,0
0,76,37.72,0.496315789,,7,0,0
0,7,3.48,0.497142857,,0,0,0
0,68,33.83,0.4975,,2,0,0
0,13,6.47,0.497692308,,12,0,0
0,14,6.97,0.497857143,,1,0,0
0,78,38.85,0.498076923,,29,0,0
0,39,19.43,0.498205128,,0,0,0
0,19,9.47,0.498421053,,0,0,0
0,31,15.46,0.498709677,,19,0,0
0,25,12.47,0.4988,,7,0,0
0,29,14.47,0.498965517,,1,0,0
0,43,21.49,0.499767442,,0,0,0
0,4,2,0.5,,1,0,0
0,2,1,0.5,,1,0,0
0,1,0.5,0.5,,1,0,0
0,6,3,0.5,,3,0,0
0,1,0.5,0.5,,1,0,0
0,1,0.5,0.5,,0,0,0
0,2,1,0.5,,2,0,0
0,2,1,0.5,,0,0,0
0,1,0.5,0.5,,1,0,0
0,2,1,0.5,,0,0,0
0,2,1,0.5,,0,0,0
0,1,0.5,0.5,,1,0,0
0,1,0.5,0.5,,1,0,0
0,4,2,0.5,,4,0,0
0,2,1,0.5,,0,0,0
0,4,2,0.5,,1,0,0
0,1,0.5,0.5,,1,0,0
0,2,1,0.5,,0,0,0
0,6,3,0.5,,2,0,0
0,1,0.5,0.5,,1,0,0
0,2,1,0.5,,1,0,0
0,1,0,0,-0.5,1,0,0
0,2,1,0.5,,0,0,0
0,6,3,0.5,,0,0,0
0,1,0.5,0.5,,1,0,0
0,2,1,0.5,,2,0,0
0,1,0.5,0.5,,1,0,0
0,2,1,0.5,,1,0,0
0,4,2,0.5,,1,0,0
0,3,1.5,0.5,,3,0,0
0,1,0.5,0.5,,1,0,0
0,23,11.5,0.5,,23,0,0
0,30,15,0.5,,31,0,0
0,1,0.5,0.5,,1,0,0
0,1,0.5,0.5,,1,0,0
0,2,1,0.5,,0,0,0
0,2,1,0.5,,1,0,0
0,1,0.5,0.5,,0,0,0
0,2,1,0.5,,0,0,0
0,2,1,0.5,,2,0,0
0,14,7,0.5,,0,0,0
0,4,2,0.5,,0,0,0
0,4,2,0.5,,0,0,0
0,5,2.5,0.5,,1,0,0
0,4,2,0.5,,2,0,0
0,3,1.5,0.5,,1,0,0
0,2,1,0.5,,0,0,0
0,1,0.5,0.5,,1,0,0
0,2,1,0.5,,1,0,0
0,47,23.5,0.5,,27,0,0
0,1,0.5,0.5,,0,0,0
0,2,1,0.5,,0,0,0
0,2,1,0.5,,2,0,0
0,2,1,0.5,,0,0,0
0,1,0.5,0.5,,0,0,0
0,2,1,0.5,,1,0,0
0,1,0.5,0.5,,1,0,0
0,10,5,0.5,,1,0,0
0,5,2.5,0.5,,1,0,0
0,2,1,0.5,,0,0,0
0,1,0.5,0.5,,1,0,0
0,2,1,0.5,,2,0,0
0,1,0.5,0.5,,1,0,0
0,4,2,0.5,,0,0,0
0,2,1,0.5,,0,0,0
0,4,2,0.5,,0,0,0
0,2,1,0.5,,2,0,0
0,2,1,0.5,,2,0,0
0,1,0.5,0.5,,0,0,0
0,2,1,0.5,,0,0,0
0,1,0.5,0.5,,1,0,0
0,4,2,0.5,,0,0,0
0,1,0.5,0.5,,1,0,0
0,2,1,0.5,,0,0,0
0,1,0.5,0.5,,1,0,0
0,3,1.5,0.5,,2,0,0
0,1,0.5,0.5,,1,0,0
0,8,4,0.5,,3,0,0
0,2,1,0.5,,0,0,0
0,2,1,0.5,,2,0,0
0,10,5,0.5,,1,0,0
0,1,0.5,0.5,,1,0,0
0,4,2,0.5,,0,0,0
0,1,0.5,0.5,,0,0,0
0,3,1.5,0.5,,1,0,0
0,4,2,0.5,,1,0,0
0,1,0.5,0.5,,1,0,0
0,1,0.5,0.5,,0,0,0
0,2,1,0.5,,2,0,0
0,2,1,0.5,,0,0,0
0,1,0.5,0.5,,1,0,0
0,2,1,0.5,,0,0,0
0,2,1,0.5,,1,0,0
0,1,0.5,0.5,,0,0,0
0,4,2,0.5,,1,0,0
0,2,1,0.5,,2,0,0
0,1,0.5,0.5,,1,0,0
0,1,0.5,0.5,,1,0,0
0,6,3,0.5,,0,0,0
0,4,2,0.5,,1,0,0
0,4,2,0.5,,0,0,0
0,4,2,0.5,,4,0,0
0,2,1,0.5,,2,0,0
0,6,3,0.5,,0,0,0
0,7,3.5,0.5,,0,0,0
0,1,0.5,0.5,,1,0,0
0,2,1,0.5,,2,0,0
0,4,2,0.5,,0,0,0
0,1,0.5,0.5,,0,0,0
0,104,52.02,0.500192308,,62,0,0
0,39,19.11,0.49,-0.4,8,0,0
0,13,6.51,0.500769231,,4,0,0
0,12,6.02,0.501666667,,0,0,0
0,17,8.55,0.502941176,,5,0,0
0,16,8.06,0.50375,,3,0,0
0,5,2.52,0.504,,0,0,0
0,79,39.82,0.504050633,,4,0,0
0,9,4.54,0.504444444,,0,0,0
0,30,15.14,0.504666667,,22,0,0
0,4,2.02,0.505,,2,0,0
0,17,8.59,0.505294118,,1,0,0
0,9,4.55,0.505555556,,2,0,0
0,27,13.65,0.505555556,,18,0,0
0,18,9.1,0.505555556,,3,0,0
0,81,40.98,0.505925926,,20,0,0
0,54,27.32,0.505925926,,20,0,0
0,43,21.77,0.50627907,,1,0,0
0,97,48.65,0.501546392,-0.55,41,0,0
0,115,58.34,0.507304348,,9,0,0
0,17,8.65,0.508823529,,4,0,0
0,30,15.27,0.509,,2,0,0
0,140,71.32,0.509428571,,8,0,0
0,61,31.1,0.509836066,,21,0,0
0,22,11.22,0.51,,1,0,0
0,50,25.5,0.51,,6,0,0
0,9,4.59,0.51,,2,0,0
0,4,2.04,0.51,,3,0,0
0,8,4.08,0.51,,5,0,0
0,8,4.08,0.51,,4,0,0
0,11,5.62,0.510909091,,0,0,0
0,15,7.67,0.511333333,,8,0,0
0,9,4.61,0.512222222,,1,0,0
0,17,8.71,0.512352941,,4,0,0
0,31,15.89,0.512580645,,1,0,0
0,25,12.82,0.5128,,2,0,0
0,44,22.57,0.512954545,,1,0,0
0,62,31.81,0.513064516,,14,0,0
0,56,28.78,0.513928571,,7,0,0
0,15,7.71,0.514,,2,0,0
0,19,9.77,0.514210526,,9,0,0
0,28,14.4,0.514285714,,9,0,0
0,2,1.03,0.515,,1,0,0
0,6,3.09,0.515,,1,0,0
0,8,4.12,0.515,,2,0,0
0,13,6.7,0.515384615,,0,0,0
0,21,10.84,0.516190476,,1,0,0
0,17,8.79,0.517058824,,3,0,0
0,31,16.05,0.517741935,,0,0,0
0,10,5.18,0.518,,0,0,0
0,26,13.48,0.518461538,,0,0,0
0,15,7.8,0.52,,6,0,0
0,4,2.08,0.52,,1,0,0
0,3,1.56,0.52,,1,0,0
0,8,4.16,0.52,,0,0,0
0,2,1.04,0.52,,0,0,0
0,4,2.08,0.52,,0,0,0
0,35,18.2,0.52,,1,0,0
0,29,15.09,0.520344828,,10,0,0
0,23,11.99,0.521304348,,23,0,0
0,13,6.78,0.521538462,,3,0,0
0,36,18.78,0.521666667,,3,0,0
0,10,5.22,0.522,,3,0,0
0,61,31.65,0.518852459,-0.25,24,0,0
0,6,3.14,0.523333333,,2,0,0
0,94,49.22,0.523617021,,58,0,0
0,8,4.19,0.52375,,1,0,0
0,7,3.67,0.524285714,,6,0,0
0,137,71.88,0.524671533,,71,0,0
0,20,10.5,0.525,,20,0,0
0,9,4.73,0.525555556,,3,0,0
0,105,55.22,0.525904762,,14,0,0
0,55,28.95,0.526363636,,4,0,0
0,3,1.58,0.526666667,,2,0,0
0,25,13.17,0.5268,,1,0,0
0,10,5.27,0.527,,1,0,0
0,22,11.6,0.527272727,,1,0,0
0,17,8.97,0.527647059,,3,0,0
0,79,41.71,0.527974684,,4,0,0
0,5,2.64,0.528,,2,0,0
0,21,11.09,0.528095238,,5,0,0
0,12,6.34,0.528333333,,2,0,0
0,21,11.1,0.528571429,,4,0,0
0,56,29.63,0.529107143,,9,0,0
0,16,8.47,0.529375,,1,0,0
0,17,9,0.529411765,,4,0,0
0,27,14.3,0.52962963,,3,0,0
0,2,1.06,0.53,,1,0,0
0,1,0.53,0.53,,0,0,0
0,3,1.59,0.53,,0,0,0
0,135,71.57,0.530148148,,8,0,0
0,29,15.38,0.530344828,,3,0,0
0,75,39.79,0.530533333,,9,0,0
0,24,12.75,0.53125,,0,0,0
0,9,3.69,0.41,-1.1,3,0,0
0,3,1.6,0.533333333,,2,0,0
0,17,9.07,0.533529412,,6,0,0
0,44,23.48,0.533636364,,3,0,0
0,68,36.32,0.534117647,,4,0,0
0,2,1.07,0.535,,2,0,0
0,28,14.98,0.535,,15,0,0
0,107,57.27,0.535233645,,53,0,0
0,9,4.82,0.535555556,,2,0,0
0,120,64.28,0.535666667,,54,0,0
0,5,2.68,0.536,,0,0,0
0,13,6.97,0.536153846,,1,0,0
0,34,18.26,0.537058824,,6,0,0
0,32,17.19,0.5371875,,1,0,0
0,69,37.1,0.537681159,,4,0,0
0,39,20.98,0.537948718,,1,0,0
0,154,82.87,0.538116883,,15,0,0
0,80,43.07,0.538375,,7,0,0
0,124,66.78,0.538548387,,13,0,0
0,12,6.47,0.539166667,,4,0,0
0,48,25.9,0.539583333,,2,0,0
0,108,55.78,0.516481481,-2.5,48,0,0
0,39,21.05,0.53974359,,6,0,0
0,11,5.44,0.494545455,-0.5,6,0,0
0,6,3.24,0.54,,1,0,0
0,27,14.59,0.54037037,,1,0,0
0,116,61.7,0.531896552,-1,25,0,0
0,43,23.27,0.541162791,,11,0,0
0,8,4.33,0.54125,,2,0,0
0,33,17.87,0.541515152,,0,0,0
0,14,7.59,0.542142857,,3,0,0
0,9,4.88,0.542222222,,3,0,0
0,43,23.33,0.54255814,,14,0,0
0,11,5.97,0.542727273,,3,0,0
0,40,21.73,0.54325,,19,0,0
0,20,10.88,0.544,,4,0,0
0,11,5.99,0.544545455,,0,0,0
0,23,12.53,0.544782609,,1,0,0
0,62,33.78,0.54483871,,3,0,0
0,2,1.09,0.545,,2,0,0
0,47,25.62,0.545106383,,47,0,0
0,26,14.18,0.545384615,,1,0,0
0,36,19.65,0.545833333,,5,0,0
0,17,9.28,0.545882353,,0,0,0
0,37,20.2,0.545945946,,6,0,0
0,6,3.28,0.546666667,,4,0,0
0,3,1.64,0.546666667,,1,0,0
0,3,1.64,0.546666667,,2,0,0
0,44,24.08,0.547272727,,14,0,0
0,56,30.65,0.547321429,,0,0,0
0,28,13.33,0.476071429,-2,9,0,0
0,129,70.68,0.547906977,,7,0,0
0,15,8.22,0.548,,4,0,0
0,19,10.42,0.548421053,,1,0,0
0,41,22.49,0.548536585,,6,0,0
0,7,3.84,0.548571429,,1,0,0
0,65,35.66,0.548615385,,11,0,0
0,16,8.79,0.549375,,0,0,0
0,134,73.63,0.549477612,,111,0,0
0,4,2.2,0.55,,2,0,0
0,4,2.2,0.55,,0,0,0
0,6,3.3,0.55,,0,0,0
0,23,12.65,0.55,,16,0,0
0,36,19.84,0.551111111,,8,0,0
0,35,19.29,0.551142857,,4,0,0
0,22,12.13,0.551363636,,15,0,0
0,17,9.38,0.551764706,,2,0,0
0,128,70.72,0.5525,,1,0,0
0,29,16.04,0.553103448,,4,0,0
0,33,18.26,0.553333333,,18,0,0
0,20,11.07,0.5535,,0,0,0
0,126,69.25,0.549603175,-0.55,89,0,0
0,10,5.04,0.504,-0.5,1,0,0
0,10,5.54,0.554,,6,0,0
0,12,6.65,0.554166667,,1,0,0
0,7,3.88,0.554285714,,2,0,0
0,9,4.99,0.554444444,,4,0,0
0,20,11.09,0.5545,,10,0,0
0,40,22.19,0.55475,,6,0,0
0,40,22.19,0.55475,,4,0,0
0,25,13.87,0.5548,,4,0,0
0,18,9.99,0.555,,5,0,0
0,2,1.11,0.555,,1,0,0
0,61,33.88,0.555409836,,5,0,0
0,40,22.23,0.55575,,2,0,0
0,10,5.56,0.556,,0,0,0
0,10,5.56,0.556,,2,0,0
0,11,6.12,0.556363636,,1,0,0
0,29,16.14,0.556551724,,3,0,0
0,6,3.34,0.556666667,,4,0,0
0,125,69.59,0.55672,,7,0,0
0,43,23.95,0.556976744,,2,0,0
0,71,39.59,0.557605634,,7,0,0
0,33,18.41,0.557878788,,3,0,0
0,34,18.97,0.557941176,,4,0,0
0,5,2.79,0.558,,3,0,0
0,5,2.79,0.558,,1,0,0
0,80,31.84,0.398,-12.8,25,0,0
0,35,19.54,0.558285714,,30,0,0
0,19,10.61,0.558421053,,6,0,0
0,41,22.91,0.558780488,,26,0,0
0,9,5.03,0.558888889,,2,0,0
0,18,10.06,0.558888889,,5,0,0
0,37,20.69,0.559189189,,12,0,0
0,4,2.24,0.56,,0,0,0
0,4,2.24,0.56,,1,0,0
0,3,1.68,0.56,,0,0,0
0,13,7.28,0.56,,1,0,0
0,9,5.04,0.56,,3,0,0
