Cluster,quantity,sales value,Price,COUPON_DISCOUNT,num_national,dh_coupon_redeemed,value of dh coupon
2,316,215.86,0.683101266,,205,1,-0.09
2,285,194.91,0.683894737,,172,0,0
2,128,87.89,0.686640625,,89,0,0
2,203,140.18,0.690541872,,70,0,0
2,325,224.07,0.689446154,-0.55,182,0,0
2,344,241.23,0.70125,,159,0,0
2,180,126.67,0.703722222,,104,0,0
2,187,127.15,0.679946524,,80,3,-2
2,286,182.24,0.637202797,-22.5,107,0,0
2,157,110.92,0.706496815,-2.29,43,0,0
2,215,155.15,0.721627907,,12,0,0
2,212,149.65,0.705896226,-3.49,196,0,0
2,125,90.43,0.72344,,76,0,0
2,380,240.22,0.632157895,-36.19,340,0,0
2,252,183.66,0.728809524,,5,0,0
2,169,123.3,0.729585799,,69,0,0
2,140,95.67,0.683357143,-8.44,67,0,0
2,329,243.54,0.740243161,-1.49,30,0,0
2,134,99.81,0.744850746,,106,0,0
2,249,185.56,0.745220884,,30,0,0
2,239,177.65,0.743305439,-0.6,81,0,0
2,319,241.26,0.75630094,,42,0,0
2,396,299.82,0.757121212,,133,0,0
2,136,103.48,0.760882353,,82,0,0
2,152,111.88,0.736052632,-3.79,91,0,0
2,142,108.58,0.764647887,,92,0,0
2,144,110.33,0.766180556,,9,0,0
2,337,259.27,0.769347181,,67,0,0
2,127,98.36,0.774488189,,53,0,0
2,196,144.87,0.739132653,,55,2,-3.48
2,180,139.8,0.776666667,,112,0,0
2,167,129.82,0.777365269,,5,0,0
2,371,289.09,0.779218329,,15,0,0
2,146,114.27,0.782671233,,9,0,0
2,335,263.13,0.785462687,,28,0,0
2,177,140.28,0.792542373,,23,0,0
2,164,131.45,0.80152439,,94,0,0
2,218,174.86,0.802110092,,119,0,0
2,174,140.66,0.808390805,,79,0,0
2,189,152.1,0.804761905,-1.55,83,0,0
2,147,119.52,0.813061224,,21,0,0
2,205,166.72,0.813268293,,146,0,0
2,334,250.74,0.750718563,-21.98,92,0,0
2,329,270.01,0.820699088,,51,0,0
2,168,121.26,0.721785714,-2.5,96,4,-3.59
2,153,123.1,0.804575163,-3.2,71,0,0
2,195,161.16,0.826461538,,22,0,0
2,147,121.7,0.827891156,,10,0,0
2,368,305.49,0.83013587,,45,0,0
2,118,97.99,0.830423729,,93,0,0
2,154,128.37,0.833571429,,62,0,0
2,323,271.15,0.839473684,,42,0,0
2,182,152.99,0.840604396,,153,0,0
2,301,248.95,0.827076412,,27,7,-0.73
2,246,203.74,0.828211382,-1.99,192,2,-1
2,125,92.16,0.73728,-13.95,63,0,0
2,203,172.44,0.849458128,,17,0,0
2,121,102.89,0.850330579,,31,0,0
2,363,300.64,0.828209366,-9.03,45,0,0
2,313,267.48,0.85456869,,252,0,0
2,138,117.02,0.847971014,-1,64,0,0
2,122,104.36,0.855409836,,25,0,0
2,217,185.79,0.856175115,-1,148,0,0
2,123,106.05,0.862195122,,79,0,0
2,243,209.58,0.862469136,,23,0,0
2,158,136.31,0.862721519,,75,0,0
2,159,137.97,0.867735849,,86,0,0
2,123,106.77,0.86804878,,21,0,0
2,141,122.41,0.868156028,,3,0,0
2,137,118.22,0.862919708,-1,132,0,0
2,210,182.85,0.870714286,,197,0,0
2,142,123.38,0.868873239,-0.35,32,0,0
2,268,234.27,0.874141791,,33,0,0
2,185,161.77,0.874432432,,21,0,0
2,237,207.31,0.874725738,,26,0,0
2,201,176.11,0.876169154,,103,0,0
2,162,142.17,0.877592593,,36,0,0
2,156,136.07,0.87224359,-1,29,0,0
2,126,110.93,0.880396825,,13,0,0
2,142,125.11,0.881056338,,87,0,0
2,218,192.1,0.881192661,,123,0,0
2,163,143.79,0.882147239,,20,0,0
2,150,132.33,0.8822,,59,0,0
2,128,113.12,0.88375,,42,0,0
2,195,170.47,0.874205128,-2,81,0,0
2,224,198.26,0.885089286,,220,0,0
2,169,150.18,0.888639053,,166,0,0
2,127,110.86,0.872913386,-2,52,0,0
2,138,123.2,0.892753623,,78,0,0
2,275,245.86,0.894036364,,206,0,0
2,181,161.49,0.892209945,-0.35,34,0,0
2,120,107.4,0.895,,56,0,0
2,125,111.97,0.89576,,78,0,0
2,153,137.1,0.896078431,,62,0,0
2,204,180.82,0.886372549,-2.75,5,0,0
2,118,105.03,0.890084746,,114,1,-1.24
2,339,304.83,0.89920354,-1,76,0,0
2,210,189.51,0.902428571,,75,0,0
2,187,168.76,0.902459893,,79,0,0
2,231,208.86,0.904155844,,15,0,0
2,322,291.58,0.90552795,,100,0,0
2,237,214.51,0.905105485,,71,1,-0.34
2,114,101.17,0.88745614,-2.4,43,0,0
2,246,224.11,0.91101626,,45,0,0
2,238,217.03,0.911890756,,24,0,0
2,235,215.04,0.91506383,,136,0,0
2,125,114.93,0.91944,,62,0,0
2,128,116.06,0.90671875,-0.45,23,3,-0.4
2,246,226.66,0.921382114,,39,0,0
2,206,182.18,0.884368932,-7.75,11,0,0
2,149,137.47,0.92261745,,45,0,0
2,223,206.29,0.925067265,-0.55,55,0,0
2,116,104.92,0.904482759,-3,93,0,0
2,195,175.9,0.902051282,-1,115,2,-2.78
2,158,147.87,0.935886076,,100,0,0
2,163,152.69,0.936748466,,88,0,0
2,169,158.42,0.93739645,,94,0,0
2,180,168.93,0.9385,,80,0,0
2,175,164.28,0.938742857,,1,0,0
2,109,102.86,0.943669725,,44,0,0
2,125,118.11,0.94488,,50,0,0
2,206,194.66,0.944951456,,14,0,0
2,336,316.47,0.941875,-1.25,72,0,0
2,225,211.61,0.940488889,-2,152,0,0
2,133,126.62,0.952030075,,37,0,0
2,220,209.5,0.952272727,,116,0,0
2,111,105.86,0.953693694,,106,0,0
2,205,195.52,0.953756098,,66,0,0
2,207,197.91,0.956086957,,13,0,0
2,134,127.33,0.950223881,-1,67,0,0
2,167,160.12,0.958802395,,47,0,0
2,141,135.3,0.959574468,,45,0,0
2,117,112.45,0.961111111,,28,0,0
2,286,275.03,0.961643357,,206,0,0
2,238,228.92,0.961848739,-0.55,121,0,0
2,132,127.47,0.965681818,,80,0,0
2,287,273.68,0.95358885,-3.5,57,0,0
2,288,279.65,0.971006944,-1,53,0,0
2,204,198.98,0.975392157,,29,0,0
2,192,187.46,0.976354167,,111,0,0
2,193,188.59,0.977150259,,60,0,0
2,126,123.16,0.977460317,,27,0,0
2,351,342.62,0.976125356,-0.75,60,0,0
2,135,132.2,0.979259259,,58,0,0
2,145,141.36,0.974896552,-0.75,71,0,0
2,169,165.15,0.977218935,-0.75,67,0,0
2,220,216.01,0.981863636,,95,0,0
2,140,137.75,0.983928571,,73,0,0
2,156,130.01,0.833397436,-23.55,75,0,0
2,122,120,0.983606557,-0.4,57,0,0
2,107,105.95,0.990186916,,58,0,0
2,220,216.88,0.985818182,-1.25,131,0,0
2,118,117.12,0.992542373,,29,0,0
2,268,255.29,0.952574627,-10.55,99,1,-0.35
2,207,201.1,0.971497585,-4.7,58,0,0
2,310,294.66,0.950516129,-14.05,77,0,0
2,173,172.32,0.996069364,,131,0,0
2,122,121.57,0.99647541,,41,0,0
2,145,144.5,0.996551724,-0.4,73,0,0
2,309,309.57,1.00184466,,31,0,0
2,218,217.22,0.996422018,-1.25,99,0,0
2,112,112.33,1.002946429,,30,0,0
2,147,147.06,1.000408163,-0.4,68,0,0
2,109,109.51,1.004678899,,32,0,0
2,152,152.64,1.004210526,-0.3,16,0,0
2,144,144.92,1.006388889,,59,0,0
2,126,126.92,1.007301587,,62,0,0
2,131,128.83,0.983435115,-3.5,52,0,0
2,241,243.49,1.01033195,,124,0,0
2,223,224.94,1.008699552,-0.55,108,0,0
2,227,219.19,0.965594714,-10.8,101,0,0
2,110,111.52,1.013818182,,52,0,0
2,125,126.74,1.01392,,16,0,0
2,148,150.11,1.014256757,,40,0,0
2,302,290.33,0.961357616,-15.98,154,0,0
2,218,221.81,1.017477064,,51,0,0
2,200,203.54,1.0177,,89,0,0
2,120,122.56,1.021333333,,90,0,0
2,261,266.96,1.022835249,,139,0,0
2,133,136.18,1.023909774,,90,0,0
2,135,138.23,1.023925926,,97,0,0
2,243,248.96,1.024526749,,119,0,0
2,133,136.37,1.025338346,,18,0,0
2,169,169.92,1.005443787,-2.7,89,2,-0.35
2,292,299.72,1.026438356,,90,0,0
2,160,164.39,1.0274375,,101,0,0
2,118,121.35,1.028389831,,118,0,0
2,108,111.08,1.028518519,,38,0,0
2,257,253.72,0.987237354,-7,205,1,-3.69
2,229,235.63,1.028951965,,99,0,0
2,148,152.36,1.029459459,,101,0,0
2,235,240.74,1.024425532,-1.55,48,0,0
2,331,341.47,1.03163142,,60,0,0
2,229,236.37,1.032183406,,135,0,0
2,198,204.61,1.033383838,,18,0,0
2,292,301.38,1.032123288,-0.5,119,0,0
2,184,190.31,1.034293478,,6,0,0
2,265,274.19,1.034679245,,83,0,0
2,175,181.13,1.035028571,,50,0,0
2,121,119.69,0.989173554,-5.63,43,0,0
2,281,283.61,1.009288256,-7.5,62,0,0
2,162,164.49,1.01537037,-3.4,84,0,0
2,143,146.19,1.022307692,-2.15,41,0,0
2,267,277.01,1.037490637,,195,0,0
2,140,145.49,1.039214286,,59,0,0
2,110,111.33,1.012090909,-3,83,0,0
2,191,198.55,1.039528796,,69,0,0
2,307,314.11,1.023159609,,201,7,-0.81
2,201,208.53,1.037462687,-1,136,3,0
2,152,158.91,1.045460526,,113,0,0
2,113,118.14,1.045486726,,57,0,0
2,134,139.86,1.043731343,-0.35,44,0,0
2,105,109.9,1.046666667,,43,0,0
2,217,227.31,1.047511521,,37,0,0
2,131,137.32,1.048244275,,62,0,0
2,195,204.45,1.048461538,,53,0,0
2,109,111.32,1.021284404,-3,44,0,0
2,124,130.29,1.050725806,,38,0,0
2,288,302.66,1.050902778,,132,0,0
2,156,162.96,1.044615385,-1,41,0,0
2,132,130.69,0.990075758,,59,5,-1.68
2,264,266.94,1.011136364,-11.3,146,0,0
2,199,209.82,1.054371859,,53,0,0
2,297,313.51,1.055589226,,132,0,0
2,221,233.87,1.058235294,,39,0,0
2,201,212.79,1.058656716,,57,0,0
2,232,246.02,1.060431034,,59,0,0
2,236,249.35,1.056567797,-1,95,0,0
2,295,313.48,1.062644068,,85,0,0
2,144,153.2,1.063888889,,38,0,0
2,136,141.41,1.039779412,-3.65,71,0,0
2,117,124.81,1.066752137,,23,0,0
2,231,246.56,1.067359307,,233,0,0
2,334,351.81,1.053323353,,52,3,-1.8
2,155,162.83,1.050516129,-3,65,0,0
2,251,267.64,1.066294821,-1.05,68,0,0
2,111,119.09,1.072882883,,65,0,0
2,135,145.03,1.074296296,,60,0,0
2,142,152.56,1.074366197,,38,0,0
2,305,324.47,1.063836066,-3.5,203,0,0
2,144,154.1,1.070138889,-0.75,124,0,0
2,143,153.88,1.076083916,,82,0,0
2,249,268.17,1.076987952,,58,0,0
2,124,133.55,1.077016129,,42,0,0
2,116,121.75,1.049568966,-3.29,42,0,0
2,124,133.71,1.078306452,,71,0,0
2,245,254.69,1.03955102,-9.5,145,0,0
2,145,155.91,1.075241379,-0.6,82,0,0
2,148,157.31,1.062905405,-2.45,55,0,0
2,102,106.52,1.044313725,-3.65,55,0,0
2,155,167.43,1.080193548,,75,0,0
2,181,195.61,1.080718232,,33,0,0
2,205,221.95,1.082682927,,70,0,0
2,138,149.55,1.083695652,,102,0,0
2,134,144.06,1.075074627,-1.2,35,0,0
2,117,127.13,1.086581197,,52,0,0
2,132,131.48,0.996060606,-11.99,69,0,0
2,186,202.2,1.087096774,,48,0,0
2,101,109.82,1.087326733,,69,0,0
2,132,143.53,1.087348485,,56,0,0
2,174,184.02,1.057586207,-5.2,67,0,0
2,148,161.2,1.089189189,,45,0,0
2,127,138.39,1.089685039,,21,0,0
2,155,166.91,1.07683871,-2,76,0,0
2,146,157.63,1.079657534,-1.5,53,0,0
2,159,172.69,1.086100629,-0.7,57,0,0
2,101,110.45,1.093564356,,76,0,0
2,183,200.17,1.093825137,,157,0,0
2,126,137.95,1.09484127,,56,0,0
2,115,125.91,1.094869565,,42,0,0
2,171,187.25,1.09502924,,48,0,0
2,153,167.09,1.092091503,-0.5,83,0,0
2,305,334.75,1.097540984,,53,0,0
2,205,225.48,1.099902439,,122,0,0
2,256,275.92,1.0778125,-5.9,103,0,0
2,140,148.98,1.064142857,-5.19,113,0,0
2,107,117.84,1.101308411,,24,0,0
2,262,289.49,1.104923664,,26,0,0
2,243,268.71,1.105802469,,128,0,0
2,120,131.53,1.096083333,-1.25,78,0,0
2,107,118.41,1.106635514,,40,0,0
2,225,249.11,1.107155556,,65,0,0
2,179,198.21,1.107318436,,48,0,0
2,291,322.48,1.108178694,,91,0,0
2,132,145.97,1.105833333,-0.55,23,0,0
2,210,233.19,1.110428571,,134,0,0
2,133,147.79,1.111203008,,89,0,0
2,98,108.93,1.111530612,,47,0,0
2,241,264.23,1.096390041,-3.75,96,0,0
2,138,153.48,1.112173913,,80,0,0
2,193,214.81,1.113005181,,100,0,0
2,161,179.26,1.113416149,,23,0,0
2,134,149.22,1.11358209,,33,0,0
2,201,223.85,1.113681592,,124,0,0
2,140,155.95,1.113928571,,81,0,0
2,118,131.49,1.114322034,,95,0,0
2,93,100.69,1.082688172,-3,87,0,0
2,123,137.17,1.115203252,,47,0,0
2,126,140.33,1.113730159,-0.2,69,0,0
2,188,209.17,1.112606383,-0.55,47,0,0
2,270,301.81,1.117814815,,122,0,0
2,96,107.38,1.118541667,,53,0,0
2,249,278.65,1.119076305,,154,0,0
2,278,305.13,1.097589928,-6.1,70,0,0
2,126,141.08,1.11968254,,52,0,0
2,99,110.89,1.12010101,,61,0,0
2,165,184.96,1.120969697,,116,0,0
2,207,232.2,1.12173913,,129,0,0
2,272,280.39,1.030845588,-24.75,185,0,0
2,101,113.32,1.121980198,,36,0,0
2,107,117.01,1.093551402,-3.1,61,0,0
2,119,121.22,1.018655462,-12.49,100,0,0
2,272,303.42,1.115514706,-2.25,66,0,0
2,130,146.19,1.124538462,,34,0,0
2,121,136.11,1.124876033,,50,0,0
2,144,162,1.125,,111,0,0
2,117,125.28,1.070769231,-6.05,63,1,-0.35
2,177,199.35,1.126271186,,54,0,0
2,96,108.2,1.127083333,,72,0,0
2,228,257.02,1.127280702,,67,0,0
2,98,110.49,1.12744898,,49,0,0
2,240,270.73,1.128041667,,116,0,0
2,205,224.09,1.093121951,-7.25,116,0,0
2,190,214.51,1.129,,44,0,0
2,155,175.18,1.130193548,,49,0,0
2,112,126.69,1.131160714,,59,0,0
2,165,186.69,1.131454545,,73,0,0
2,176,197.65,1.123011364,-1.5,86,0,0
2,302,342.02,1.132516556,,130,0,0
2,133,148.27,1.11481203,-2.55,34,0,0
2,128,145.42,1.13609375,,54,0,0
2,166,188.61,1.136204819,,30,0,0
2,119,130.57,1.097226891,-4.64,80,0,0
2,109,123.96,1.137247706,,55,0,0
2,199,226.45,1.137939698,,55,0,0
2,160,182.16,1.1385,,21,0,0
2,117,129.84,1.10974359,-3.4,85,0,0
2,129,147,1.139534884,,40,0,0
2,216,246.21,1.139861111,,13,0,0
2,133,150.47,1.131353383,-1.15,66,0,0
2,286,326.33,1.141013986,,90,0,0
2,124,140.81,1.135564516,-0.7,70,0,0
2,137,156.4,1.141605839,,101,0,0
2,126,143.1,1.135714286,-1,115,0,0
2,97,111,1.144329897,,54,0,0
2,129,137.12,1.062945736,-10.5,83,0,0
2,94,107.59,1.144574468,,53,0,0
2,152,174.05,1.145065789,,89,0,0
2,144,165.14,1.146805556,,90,0,0
2,138,158.61,1.149347826,,85,0,0
2,238,273.64,1.149747899,,84,0,0
2,119,136.86,1.150084034,,93,0,0
2,115,132.35,1.150869565,,68,0,0
2,122,140.41,1.150901639,,54,0,0
2,107,123.16,1.151028037,,34,0,0
2,162,186.5,1.151234568,,76,0,0
2,104,118.79,1.142211538,-1,29,0,0
2,140,158.14,1.129571429,-3.25,71,0,0
2,285,328.58,1.152912281,,136,0,0
2,140,161.63,1.1545,,62,0,0
2,202,230.8,1.142574257,-2.45,40,0,0
2,126,145.53,1.155,,49,0,0
2,118,136.36,1.15559322,,22,0,0
2,197,228.28,1.158781726,,31,0,0
2,209,242.26,1.159138756,,65,0,0
2,251,289.27,1.15247012,-2,134,0,0
2,185,214.72,1.160648649,,74,0,0
2,116,134.74,1.161551724,,93,0,0
2,102,118.06,1.15745098,-0.5,48,0,0
2,92,105.95,1.151630435,-1,63,0,0
2,127,147.66,1.162677165,,106,0,0
2,142,164.43,1.157957746,-0.7,57,0,0
2,192,223.05,1.16171875,-0.5,18,0,0
2,93,108.3,1.164516129,,66,0,0
2,276,321.43,1.164601449,,18,0,0
2,274,315.7,1.152189781,-3.6,168,0,0
2,163,190.01,1.165705521,,102,0,0
2,226,254.72,1.127079646,-4,96,2,-2.37
2,165,192.36,1.165818182,,122,0,0
2,105,122.44,1.166095238,,29,0,0
2,164,189.1,1.15304878,-2.24,110,0,0
2,127,148.25,1.167322835,,78,0,0
2,144,168.1,1.167361111,,20,0,0
2,99,115.82,1.16989899,,38,0,0
2,121,141.6,1.170247934,,27,0,0
2,104,121.73,1.170480769,,43,0,0
2,168,196.72,1.170952381,,20,0,0
2,213,249.54,1.171549296,,93,0,0
2,162,186.35,1.150308642,-3.49,116,0,0
2,132,151.27,1.145984848,-3.44,75,0,0
2,99,116.06,1.172323232,,45,0,0
2,115,134.89,1.172956522,,78,0,0
2,119,139.61,1.173193277,,8,0,0
2,101,118.55,1.173762376,,26,0,0
2,170,199.56,1.173882353,,133,0,0
2,94,110.44,1.174893617,,50,0,0
2,117,137.55,1.175641026,,64,0,0
2,263,306.16,1.164106464,-3.05,163,0,0
2,99,116.41,1.175858586,,17,0,0
2,102,119.98,1.17627451,,59,0,0
2,126,148.22,1.176349206,,89,0,0
2,125,145.07,1.16056,,47,2,-1
2,121,142.38,1.176694215,,42,0,0
2,116,136.58,1.177413793,,28,0,0
2,135,146.35,1.084074074,-12.64,105,0,0
2,231,272.42,1.179307359,,53,0,0
2,105,120.25,1.145238095,-0.5,43,3,-1.05
2,134,157.62,1.176268657,-0.5,15,0,0
2,115,135.71,1.180086957,,83,0,0
2,94,111.08,1.181702128,,72,0,0
2,160,189.25,1.1828125,,38,0,0
2,131,154.95,1.182824427,,74,0,0
2,102,120.2,1.178431373,-0.5,66,0,0
2,225,266.25,1.183333333,-0.55,92,0,0
2,230,271.75,1.181521739,-1.05,82,0,0
2,165,194.74,1.180242424,-1,84,1,0
2,156,185.16,1.186923077,,34,0,0
2,209,248.07,1.186937799,,63,0,0
2,108,128.29,1.18787037,,39,0,0
2,97,115.31,1.188762887,,55,0,0
2,143,170.07,1.189300699,,62,0,0
2,197,234.33,1.189492386,,113,0,0
2,111,125.76,1.132972973,-6.29,42,0,0
2,254,302.33,1.190275591,,92,0,0
2,218,257.24,1.18,-2.3,99,0,0
2,112,133.39,1.190982143,,32,0,0
2,118,138.6,1.174576271,-2,41,0,0
2,102,121.62,1.192352941,,6,0,0
2,126,150.35,1.193253968,,91,0,0
2,175,208.84,1.193371429,,6,0,0
2,162,192.92,1.190864198,-0.5,84,0,0
2,118,140.96,1.194576271,,93,0,0
2,138,163.88,1.187536232,-1,47,0,0
2,174,208.01,1.19545977,,70,0,0
2,206,245.86,1.193495146,,28,1,-0.5
2,207,247.57,1.195990338,,74,0,0
2,172,205.84,1.196744186,,102,0,0
2,94,110.21,1.172446809,-2.3,46,0,0
2,134,157.81,1.177686567,-2.75,50,0,0
2,114,135.45,1.188157895,-1.15,83,0,0
2,98,117.46,1.198571429,,39,0,0
2,146,175,1.198630137,,64,0,0
2,115,137.87,1.198869565,,101,0,0
2,138,165.57,1.199782609,,122,0,0
2,160,191.64,1.19775,-0.35,141,0,0
2,161,193.21,1.200062112,,113,0,0
2,102,122.61,1.202058824,,79,0,0
2,105,126.32,1.203047619,,17,0,0
2,117,121.78,1.040854701,-19,39,0,0
2,100,120.35,1.2035,,17,0,0
2,190,225.77,1.188263158,-2.9,83,0,0
2,303,361.68,1.193663366,-3,76,0,0
2,118,142.04,1.203728814,,48,0,0
2,178,208.5,1.171348315,-0.35,98,2,-2.71
2,118,142.09,1.204152542,,37,0,0
2,102,122.89,1.204803922,,31,0,0
2,220,261.43,1.188318182,-3.85,66,0,0
2,100,119.91,1.1991,-0.75,49,0,0
2,93,112.26,1.207096774,,44,0,0
2,110,132.81,1.207363636,,36,0,0
2,232,280.36,1.208448276,,107,0,0
2,132,159.57,1.208863636,,34,0,0
2,95,114.9,1.209473684,,48,0,0
2,118,142.73,1.209576271,,5,0,0
2,128,155.07,1.211484375,,63,0,0
2,199,241.1,1.211557789,,140,0,0
2,148,179.33,1.211689189,,78,0,0
2,150,181.31,1.208733333,-0.5,131,0,0
2,93,112.81,1.213010753,,38,0,0
2,98,118.89,1.213163265,,12,0,0
2,98,117.9,1.203061224,-1,63,0,0
2,219,265.72,1.213333333,,163,0,0
2,180,218.08,1.211555556,-0.55,71,0,0
2,217,262.67,1.210460829,-1,172,0,0
2,114,138.54,1.215263158,,36,0,0
2,129,156.89,1.21620155,,33,0,0
2,114,138.2,1.212280702,-0.5,42,0,0
2,124,150.91,1.217016129,,86,0,0
2,157,189.93,1.209745223,-1.15,86,0,0
2,162,197.19,1.217222222,,69,0,0
2,148,178.71,1.2075,-1.5,24,0,0
2,136,164.19,1.207279412,-1.49,89,0,0
2,106,129.2,1.218867925,,81,0,0
2,109,132.21,1.21293578,-0.75,68,0,0
2,126,151.62,1.203333333,-2.1,19,0,0
2,200,244.03,1.22015,,69,0,0
2,164,200.25,1.221036585,,99,0,0
2,188,229.62,1.221382979,,122,0,0
2,151,184.54,1.222119205,,80,0,0
2,225,275.09,1.222622222,,121,0,0
2,110,134.49,1.222636364,,48,0,0
2,257,312.76,1.216964981,-1.5,178,0,0
2,122,149.29,1.223688525,,27,0,0
2,165,201.08,1.218666667,-1,122,0,0
2,111,130.31,1.173963964,-5.79,34,0,0
2,127,151.66,1.194173228,-4.1,41,0,0
2,109,129.67,1.189633028,-4.05,52,0,0
2,90,109.44,1.216,-0.99,53,0,0
2,197,208.36,1.057664975,,102,7,-4.78
2,145,178.03,1.227793103,,36,0,0
2,149,183.16,1.229261745,,66,0,0
2,210,256.01,1.219095238,,166,3,-0.72
2,176,212.14,1.205340909,-4.29,47,0,0
2,198,241.49,1.219646465,-2,83,0,0
2,233,285.07,1.223476395,-1.5,156,0,0
2,101,122.84,1.216237624,,65,1,-1.4
2,144,176.24,1.223888889,-1,72,0,0
2,93,113.18,1.216989247,-1.35,34,0,0
2,131,161.36,1.231755725,,79,0,0
2,230,282.79,1.229521739,-0.75,127,0,0
2,163,200.98,1.233006135,,51,0,0
2,209,255.8,1.223923445,-1.9,63,0,0
2,168,207.32,1.234047619,,9,0,0
2,275,339.56,1.234763636,,197,0,0
2,108,132.38,1.225740741,-1,25,0,0
2,108,133.4,1.235185185,,19,0,0
2,121,149.54,1.235867769,,4,0,0
2,113,139.83,1.237433628,,10,0,0
2,158,195.37,1.236518987,-0.5,110,0,0
2,123,152.5,1.239837398,,86,0,0
2,106,131.44,1.24,,53,0,0
2,170,210.47,1.238058824,-0.55,43,0,0
2,97,120.45,1.241752577,,46,0,0
2,154,191.24,1.241818182,,61,0,0
2,102,126.67,1.241862745,,72,0,0
2,255,316.83,1.242470588,,70,0,0
2,134,166.55,1.242910448,,92,0,0
2,131,161.92,1.236030534,,29,1,-1.02
2,191,237.66,1.244293194,,145,0,0
2,237,295.06,1.244978903,,184,0,0
2,296,346.71,1.171317568,-10.24,163,5,-2.36
2,100,124.58,1.2458,,64,0,0
2,143,177.84,1.243636364,-0.45,119,0,0
2,298,366.58,1.230134228,-0.5,57,3,-1.49
2,152,189.54,1.246973684,,54,0,0
2,111,137.49,1.238648649,-1,28,0,0
2,261,325.81,1.248314176,,69,0,0
2,137,171.02,1.248321168,,26,0,0
2,243,299.44,1.232263374,-4,95,0,0
2,271,338.57,1.249335793,,199,0,0
2,288,359.87,1.249548611,,58,0,0
2,100,124.98,1.2498,,32,0,0
2,105,131.27,1.250190476,,69,0,0
2,221,270.41,1.223574661,-1.5,106,4,-1.15
2,174,217.76,1.251494253,,95,0,0
2,176,220.41,1.252329545,,78,0,0
2,101,126.54,1.252871287,,45,0,0
2,152,189,1.243421053,-1.5,40,0,0
2,107,129.51,1.210373832,-4.65,34,0,0
2,155,194.38,1.254064516,,88,0,0
2,268,336.34,1.255,,152,0,0
2,136,170.69,1.255073529,,81,0,0
2,101,126.9,1.256435644,,81,0,0
2,117,141.84,1.212307692,,90,3,-1.73
2,131,164.63,1.256717557,,40,0,0
2,182,228.77,1.256978022,-0.3,64,0,0
2,201,252.07,1.254079602,-1,59,0,0
2,169,212.85,1.259467456,,66,0,0
2,222,277.67,1.250765766,-2,159,0,0
2,99,124.73,1.25989899,,17,1,-0.08
2,238,300.05,1.260714286,,128,0,0
2,170,214.36,1.260941176,,83,0,0
2,243,306.44,1.261069959,,141,0,0
2,182,184.89,1.015879121,-15.75,91,5,-5.78
2,138,174.09,1.261521739,,50,0,0
2,129,162.33,1.258372093,-0.5,87,0,0
2,103,130.04,1.262524272,,29,0,0
2,147,185.25,1.260204082,-0.5,121,0,0
2,118,147.4,1.249152542,-1.8,54,0,0
2,177,223.46,1.262485876,-0.4,142,0,0
